model,storage,carrier,condition,price
iPhone6S,128GB,Other,Like_new,37.1
iPhone6S,128GB,Other,Good,34.51
iPhone6S,128GB,Other,Fair,28.04
iPhone6S,128GB,Other,Broken,12.95
iPhone6SPlus,16GB,Unlocked,New,76.54
iPhone6SPlus,16GB,Unlocked,Like_new,66.61
iPhone6SPlus,16GB,Unlocked,Good,62.35
iPhone6SPlus,16GB,Unlocked,Fair,51.71
iPhone6SPlus,16GB,Unlocked,Broken,26.87
iPhone6SPlus,16GB,Verizon,New,76.54
iPhone6SPlus,16GB,Verizon,Like_new,66.61
iPhone6SPlus,16GB,Verizon,Good,62.35
iPhone6SPlus,16GB,Verizon,Fair,51.71
iPhone6SPlus,16GB,Verizon,Broken,26.87
iPhone6SPlus,16GB,AT&T,New,73.3
iPhone6SPlus,16GB,AT&T,Like_new,63.75
iPhone6SPlus,16GB,AT&T,Good,59.65
iPhone6SPlus,16GB,AT&T,Fair,49.41
iPhone6SPlus,16GB,AT&T,Broken,25.52
iPhone6SPlus,16GB,T-Mobile,New,70.58
iPhone6SPlus,16GB,T-Mobile,Like_new,61.34
iPhone6SPlus,16GB,T-Mobile,Good,57.38
iPhone6SPlus,16GB,T-Mobile,Fair,47.49
iPhone6SPlus,16GB,T-Mobile,Broken,24.39
iPhone6SPlus,16GB,Sprint,New,67.43
iPhone6SPlus,16GB,Sprint,Like_new,58.56
iPhone6SPlus,16GB,Sprint,Good,54.76
iPhone6SPlus,16GB,Sprint,Fair,45.25
iPhone6SPlus,16GB,Sprint,Broken,23.08
iPhone6SPlus,16GB,Other,New,46.74
iPhone6SPlus,16GB,Other,Like_new,40.28
iPhone6SPlus,16GB,Other,Good,37.52
iPhone6SPlus,16GB,Other,Fair,30.6
iPhone6SPlus,16GB,Other,Broken,14.45
iPhone6SPlus,32GB,Unlocked,New,84.89
iPhone6SPlus,32GB,Unlocked,Like_new,73.98
iPhone6SPlus,32GB,Unlocked,Good,69.31
iPhone6SPlus,32GB,Unlocked,Fair,57.62
iPhone6SPlus,32GB,Unlocked,Broken,30.35
iPhone6SPlus,32GB,Verizon,New,84.89
iPhone6SPlus,32GB,Verizon,Like_new,73.98
iPhone6SPlus,32GB,Verizon,Good,69.31
iPhone6SPlus,32GB,Verizon,Fair,57.62
iPhone6SPlus,32GB,Verizon,Broken,30.35
iPhone6SPlus,32GB,AT&T,New,81.33
iPhone6SPlus,32GB,AT&T,Like_new,70.84
iPhone6SPlus,32GB,AT&T,Good,66.34
iPhone6SPlus,32GB,AT&T,Fair,55.11
iPhone6SPlus,32GB,AT&T,Broken,28.87
iPhone6SPlus,32GB,T-Mobile,New,78.34
iPhone6SPlus,32GB,T-Mobile,Like_new,68.2
iPhone6SPlus,32GB,T-Mobile,Good,63.85
iPhone6SPlus,32GB,T-Mobile,Fair,52.98
iPhone6SPlus,32GB,T-Mobile,Broken,27.62
iPhone6SPlus,32GB,Sprint,New,74.88
iPhone6SPlus,32GB,Sprint,Like_new,65.15
iPhone6SPlus,32GB,Sprint,Good,60.97
iPhone6SPlus,32GB,Sprint,Fair,50.53
iPhone6SPlus,32GB,Sprint,Broken,26.18
iPhone6SPlus,32GB,Other,New,52.16
iPhone6SPlus,32GB,Other,Like_new,45.08
iPhone6SPlus,32GB,Other,Good,42.03
iPhone6SPlus,32GB,Other,Fair,34.44
iPhone6SPlus,32GB,Other,Broken,16.71
iPhone6SPlus,64GB,Unlocked,New,88.39
iPhone6SPlus,64GB,Unlocked,Like_new,77.07
iPhone6SPlus,64GB,Unlocked,Good,72.22
iPhone6SPlus,64GB,Unlocked,Fair,60.09
iPhone6SPlus,64GB,Unlocked,Broken,31.8
iPhone6SPlus,64GB,Verizon,New,88.39
iPhone6SPlus,64GB,Verizon,Like_new,77.07
