model,storage,carrier,condition,price
iPhone6Plus,64GB,Verizon,Poor,64.74
iPhone6Plus,64GB,Verizon,Broken,32.37
iPhone6Plus,64GB,AT&T,New,120.69
iPhone6Plus,64GB,AT&T,Like_new,87.39
iPhone6Plus,64GB,AT&T,Good,83.23
iPhone6Plus,64GB,AT&T,Poor,58.26
iPhone6Plus,64GB,AT&T,Broken,29.13
iPhone6Plus,64GB,T-Mobile,New,113.98
iPhone6Plus,64GB,T-Mobile,Like_new,82.54
iPhone6Plus,64GB,T-Mobile,Good,78.61
iPhone6Plus,64GB,T-Mobile,Poor,55.03
iPhone6Plus,64GB,T-Mobile,Broken,27.51
iPhone6Plus,64GB,Sprint,New,113.98
iPhone6Plus,64GB,Sprint,Like_new,82.54
iPhone6Plus,64GB,Sprint,Good,78.61
iPhone6Plus,64GB,Sprint,Poor,55.03
iPhone6Plus,64GB,Sprint,Broken,27.51
iPhone6Plus,64GB,Other,New,67.05
iPhone6Plus,64GB,Other,Like_new,48.55
iPhone6Plus,64GB,Other,Good,46.24
iPhone6Plus,64GB,Other,Poor,32.37
iPhone6Plus,64GB,Other,Broken,16.18
iPhone6Plus,128GB,Unlocked,New,145.42
iPhone6Plus,128GB,Unlocked,Like_new,105.31
iPhone6Plus,128GB,Unlocked,Good,100.29
iPhone6Plus,128GB,Unlocked,Poor,70.2
iPhone6Plus,128GB,Unlocked,Broken,35.1
iPhone6Plus,128GB,Verizon,New,145.42
iPhone6Plus,128GB,Verizon,Like_new,105.31
iPhone6Plus,128GB,Verizon,Good,100.29
iPhone6Plus,128GB,Verizon,Poor,70.2
iPhone6Plus,128GB,Verizon,Broken,35.1
iPhone6Plus,128GB,AT&T,New,130.88
iPhone6Plus,128GB,AT&T,Like_new,94.78
iPhone6Plus,128GB,AT&T,Good,90.26
iPhone6Plus,128GB,AT&T,Poor,63.18
iPhone6Plus,128GB,AT&T,Broken,31.59
iPhone6Plus,128GB,T-Mobile,New,123.61
iPhone6Plus,128GB,T-Mobile,Like_new,89.51
iPhone6Plus,128GB,T-Mobile,Good,85.25
iPhone6Plus,128GB,T-Mobile,Poor,59.67
iPhone6Plus,128GB,T-Mobile,Broken,29.84
iPhone6Plus,128GB,Sprint,New,123.61
iPhone6Plus,128GB,Sprint,Like_new,89.51
iPhone6Plus,128GB,Sprint,Good,85.25
iPhone6Plus,128GB,Sprint,Poor,59.67
iPhone6Plus,128GB,Sprint,Broken,29.84
iPhone6Plus,128GB,Other,New,72.71
iPhone6Plus,128GB,Other,Like_new,52.65
iPhone6Plus,128GB,Other,Good,50.15
iPhone6Plus,128GB,Other,Poor,35.1
iPhone6Plus,128GB,Other,Broken,17.55
iPhone6S,16GB,Unlocked,New,100.53
iPhone6S,16GB,Unlocked,Like_new,72.79
iPhone6S,16GB,Unlocked,Good,69.33
iPhone6S,16GB,Unlocked,Poor,48.53
iPhone6S,16GB,Unlocked,Broken,24.26
iPhone6S,16GB,Verizon,New,100.53
iPhone6S,16GB,Verizon,Like_new,72.79
iPhone6S,16GB,Verizon,Good,69.33
iPhone6S,16GB,Verizon,Poor,48.53
iPhone6S,16GB,Verizon,Broken,24.26
iPhone6S,16GB,AT&T,New,90.47
iPhone6S,16GB,AT&T,Like_new,65.52
iPhone6S,16GB,AT&T,Good,62.4
iPhone6S,16GB,AT&T,Poor,43.68
iPhone6S,16GB,AT&T,Broken,21.84
iPhone6S,16GB,T-Mobile,New,85.45
iPhone6S,16GB,T-Mobile,Like_new,61.88
iPhone6S,16GB,T-Mobile,Good,58.93
iPhone6S,16GB,T-Mobile,Poor,41.25
iPhone6S,16GB,T-Mobile,Broken,20.63
iPhone6S,16GB,Sprint,New,85.45
iPhone6S,16GB,Sprint,Like_new,61.88
iPhone6S,16GB,Sprint,Good,58.93
iPhone6S,16GB,Sprint,Poor,41.25
iPhone6S,16GB,Sprint,Broken,20.63
iPhone6S,16GB,Other,New,50.26
iPhone6S,16GB,Other,Like_new,36.4
iPhone6S,16GB,Other,Good,34.66
iPhone6S,16GB,Other,Poor,24.26
iPhone6S,16GB,Other,Broken,12.13
iPhone6S,32GB,Unlocked,New,119.09
iPhone6S,32GB,Unlocked,Like_new,86.24
iPhone6S,32GB,Unlocked,Good,82.13
iPhone6S,32GB,Unlocked,Poor,57.49
iPhone6S,32GB,Unlocked,Broken,28.75
iPhone6S,32GB,Verizon,New,119.09
iPhone6S,32GB,Verizon,Like_new,86.24
iPhone6S,32GB,Verizon,Good,82.13
iPhone6S,32GB,Verizon,Poor,57.49
iPhone6S,32GB,Verizon,Broken,28.75
iPhone6S,32GB,AT&T,New,107.18
iPhone6S,32GB,AT&T,Like_new,77.62
iPhone6S,32GB,AT&T,Good,73.92
iPhone6S,32GB,AT&T,Poor,51.74
iPhone6S,32GB,AT&T,Broken,25.87
iPhone6S,32GB,T-Mobile,New,101.23
iPhone6S,32GB,T-Mobile,Like_new,73.3
iPhone6S,32GB,T-Mobile,Good,69.81
iPhone6S,32GB,T-Mobile,Poor,48.87
iPhone6S,32GB,T-Mobile,Broken,24.43
iPhone6S,32GB,Sprint,New,101.23
iPhone6S,32GB,Sprint,Like_new,73.3
iPhone6S,32GB,Sprint,Good,69.81
iPhone6S,32GB,Sprint,Poor,48.87
iPhone6S,32GB,Sprint,Broken,24.43
iPhone6S,32GB,Other,New,59.55
iPhone6S,32GB,Other,Like_new,43.12
iPhone6S,32GB,Other,Good,41.07
iPhone6S,32GB,Other,Poor,28.75
iPhone6S,32GB,Other,Broken,14.37
iPhone6S,64GB,Unlocked,New,127.83
iPhone6S,64GB,Unlocked,Like_new,92.57
iPhone6S,64GB,Unlocked,Good,88.16
iPhone6S,64GB,Unlocked,Poor,61.71
iPhone6S,64GB,Unlocked,Broken,30.86
iPhone6S,64GB,Verizon,New,127.83
iPhone6S,64GB,Verizon,Like_new,92.57
iPhone6S,64GB,Verizon,Good,88.16
iPhone6S,64GB,Verizon,Poor,61.71
iPhone6S,64GB,Verizon,Broken,30.86
iPhone6S,64GB,AT&T,New,115.05
iPhone6S,64GB,AT&T,Like_new,83.31
iPhone6S,64GB,AT&T,Good,79.34
iPhone6S,64GB,AT&T,Poor,55.54
iPhone6S,64GB,AT&T,Broken,27.77
iPhone6S,64GB,T-Mobile,New,108.66
iPhone6S,64GB,T-Mobile,Like_new,78.68
iPhone6S,64GB,T-Mobile,Good,74.93
iPhone6S,64GB,T-Mobile,Poor,52.45
iPhone6S,64GB,T-Mobile,Broken,26.23
iPhone6S,64GB,Sprint,New,108.66
iPhone6S,64GB,Sprint,Like_new,78.68
iPhone6S,64GB,Sprint,Good,74.93
iPhone6S,64GB,Sprint,Poor,52.45
iPhone6S,64GB,Sprint,Broken,26.23
iPhone6S,64GB,Other,New,63.92
iPhone6S,64GB,Other,Like_new,46.28
iPhone6S,64GB,Other,Good,44.08
iPhone6S,64GB,Other,Poor,30.86
iPhone6S,64GB,Other,Broken,15.43
iPhone6S,128GB,Unlocked,New,147.95
iPhone6S,128GB,Unlocked,Like_new,107.14
iPhone6S,128GB,Unlocked,Good,102.03
iPhone6S,128GB,Unlocked,Poor,71.42
iPhone6S,128GB,Unlocked,Broken,35.71
iPhone6S,128GB,Verizon,New,147.95
iPhone6S,128GB,Verizon,Like_new,107.14
iPhone6S,128GB,Verizon,Good,102.03
iPhone6S,128GB,Verizon,Poor,71.42
iPhone6S,128GB,Verizon,Broken,35.71
iPhone6S,128GB,AT&T,New,133.15
iPhone6S,128GB,AT&T,Like_new,96.42
iPhone6S,128GB,AT&T,Good,91.83
iPhone6S,128GB,AT&T,Poor,64.28
iPhone6S,128GB,AT&T,Broken,32.14
iPhone6S,128GB,T-Mobile,New,125.76
iPhone6S,128GB,T-Mobile,Like_new,91.07
iPhone6S,128GB,T-Mobile,Good,86.73
iPhone6S,128GB,T-Mobile,Poor,60.71
iPhone6S,128GB,T-Mobile,Broken,30.36
iPhone6S,128GB,Sprint,New,125.76
iPhone6S,128GB,Sprint,Like_new,91.07
iPhone6S,128GB,Sprint,Good,86.73
iPhone6S,128GB,Sprint,Poor,60.71
iPhone6S,128GB,Sprint,Broken,30.36
iPhone6S,128GB,Other,New,73.97
iPhone6S,128GB,Other,Like_new,53.57
iPhone6S,128GB,Other,Good,51.02
iPhone6S,128GB,Other,Poor,35.71
iPhone6S,128GB,Other,Broken,17.86
iPhone6SPlus,16GB,Unlocked,New,154.27
iPhone6SPlus,16GB,Unlocked,Like_new,111.72
iPhone6SPlus,16GB,Unlocked,Good,106.4
iPhone6SPlus,16GB,Unlocked,Poor,74.48
iPhone6SPlus,16GB,Unlocked,Broken,37.24
